INFO:root:[TURN 0] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.012798227816820147] at (15, 5) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 246] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 246] [WORKER u_46 at (7, 2)] [ACTION move] [VALUE 0.0029103830456733704] at (7, 9) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_51 at (9, 8)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 246] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.001770462989807129] at (5, 10) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0007379350066184999] at (0, 12) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_67 at (5, 9)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_68 at (4, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_70 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 246] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_16 at (7, 6)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_17 at (4, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 247] [WORKER u_31 at (0, 3)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 247] [WORKER u_36 at (1, 4)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_38 at (0, 0)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 247] [WORKER u_44 at (1, 2)] [ACTION build] [VALUE 0.1] at (0, 3) (rule_build)
INFO:root:[TURN 247] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 247] [WORKER u_47 at (0, 2)] [ACTION move] [VALUE 0.0] at (0, 2) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_57 at (1, 8)] [ACTION move] [VALUE 0.0025645446777343753] at (0, 11) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_63 at (4, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (5, 10) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_70 at (6, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 247] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 1) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_16 at (7, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 248] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 248] [WORKER u_46 at (7, 3)] [ACTION move] [VALUE 0.003540925979614258] at (7, 9) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_51 at (9, 7)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 248] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_56 at (5, 3)] [ACTION move] [VALUE 0.0014551915228366852] at (5, 10) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_67 at (4, 9)] [ACTION move] [VALUE 0.0] at (0, 9) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_68 at (3, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_70 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 248] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_17 at (5, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 249] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_38 at (1, 0)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 249] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 249] [WORKER u_44 at (0, 2)] [ACTION build] [VALUE 0.1] at (0, 3) (rule_build)
INFO:root:[TURN 249] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 249] [WORKER u_47 at (0, 1)] [ACTION move] [VALUE 0.0] at (0, 1) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_57 at (0, 8)] [ACTION move] [VALUE 0.0] at (0, 8) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_63 at (4, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (5, 10) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_70 at (6, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 249] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_16 at (7, 6)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 250] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 250] [WORKER u_46 at (7, 4)] [ACTION move] [VALUE 0.004276307523250581] at (7, 9) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_51 at (9, 6)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 250] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_56 at (5, 2)] [ACTION move] [VALUE 0.0011865234375] at (5, 10) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_67 at (3, 9)] [ACTION move] [VALUE 0.0] at (0, 9) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_68 at (2, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_70 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 250] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_16 at (7, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_17 at (5, 9)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 251] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_38 at (2, 0)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 251] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 251] [WORKER u_44 at (0, 3)] [ACTION build] [VALUE 0.1] at (0, 3) (rule_build)
INFO:root:Worker is attempting to build.
INFO:root:[TURN 251] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 251] [WORKER u_47 at (0, 0)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_57 at (0, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_63 at (4, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (5, 10) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_70 at (6, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 251] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 252] [WORKER u_44 at (0, 3)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 252] [WORKER u_46 at (7, 3)] [ACTION move] [VALUE 0.003540925979614258] at (7, 9) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_51 at (9, 5)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 252] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_56 at (5, 3)] [ACTION move] [VALUE 0.0014551915228366852] at (5, 10) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_67 at (2, 9)] [ACTION move] [VALUE 0.0] at (0, 9) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_68 at (1, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_70 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 252] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 2) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_16 at (7, 6)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_17 at (4, 9)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 253] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_38 at (3, 0)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 253] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 253] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 253] [WORKER u_47 at (1, 0)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_57 at (0, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_63 at (4, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (5, 10) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_70 at (6, 6)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 253] [WORKER u_72 at (6, 6)] [ACTION move] [VALUE 0.0] at (0, 2) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_16 at (7, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 254] [WORKER u_44 at (0, 2)] [ACTION move] [VALUE 0.0] at (0, 2) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 254] [WORKER u_46 at (7, 4)] [ACTION move] [VALUE 0.004276307523250581] at (7, 9) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_51 at (9, 4)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 254] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_56 at (5, 2)] [ACTION move] [VALUE 0.0011865234375] at (5, 10) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_57 at (0, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_67 at (1, 9)] [ACTION move] [VALUE 0.0] at (0, 9) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_68 at (0, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_70 at (6, 5)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 1) (rule_resource_value)
INFO:root:[TURN 254] [WORKER u_72 at (6, 5)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_17 at (5, 9)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 255] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_38 at (4, 0)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 255] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 255] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 255] [WORKER u_47 at (0, 0)] [ACTION move] [VALUE 0.0025645446777343753] at (4, 0) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_57 at (0, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_63 at (4, 4)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0025645446777343753] at (5, 1) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_70 at (6, 4)] [ACTION move] [VALUE 0.0021381537616252905] at (5, 0) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0021381537616252905] at (5, 10) (rule_resource_value)
INFO:root:[TURN 255] [WORKER u_72 at (6, 4)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_16 at (7, 6)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 256] [WORKER u_44 at (0, 1)] [ACTION move] [VALUE 0.0021381537616252905] at (4, 0) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 256] [WORKER u_46 at (7, 3)] [ACTION move] [VALUE 0.003540925979614258] at (7, 9) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_51 at (8, 4)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 256] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_56 at (5, 3)] [ACTION move] [VALUE 0.0036209821701049805] at (5, 1) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_57 at (0, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_67 at (0, 9)] [ACTION move] [VALUE 0.0] at (0, 9) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_68 at (1, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_69 at (5, 4)] [ACTION move] [VALUE 0.0025645446777343753] at (5, 0) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_70 at (6, 4)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_71 at (5, 6)] [ACTION move] [VALUE 0.0025645446777343753] at (5, 10) (rule_resource_value)
INFO:root:[TURN 256] [WORKER u_72 at (6, 4)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_16 at (7, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_2 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_17 at (4, 9)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 257] [WORKER u_31 at (0, 4)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_36 at (0, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_38 at (4, 1)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 257] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 257] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 257] [WORKER u_46 at (7, 3)] [ACTION move] [VALUE 0.003540925979614258] at (7, 9) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_47 at (1, 0)] [ACTION move] [VALUE 0.003056399375200272] at (4, 0) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_51 at (8, 4)] [ACTION build] [VALUE 0.05] at (0, 5) (rule_build)
INFO:root:[TURN 257] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_57 at (0, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_63 at (3, 4)] [ACTION move] [VALUE 0.0] at (0, 4) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_69 at (4, 4)] [ACTION move] [VALUE 0.0] at (0, 3) (rule_resource_value)
INFO:root:[TURN 257] [WORKER u_70 at (6, 4)] [ACTION move] [VALUE 0.0025645446777343753] at (5, 1) (rule_resource_value)
